id,nom_medicament,nom_generique,classe_therapeutique,famille_pharmacologique,posologie_adulte,posologie_enfant,dose_maximale,frequence_administration,grossesse,allaitement
5448,RIVAROXABAN SANDOZ,XARELTO 20 mg cp pellic,Hémostase - Hématopoïèse - Hémoglobinopathies > Antithrombotiques > Inhibiteur du facteur Xa > Rivaroxaban,Anticoagulant oral,"Adulte de plus de 18 ans : Prévention des accidents thromboemboliques veineux dans le cadre d'une chirurgie programmée de la hanche ou du genou : 1 comprimé à 10 mg par jour. Le traitement doit être débuté 6 à 10 heures après l'intervention chirurgicale. Sa durée varie de 2 à 5 semaines en fonction de l'opération.Prévention des accidents vasculaires cérébraux ou les embolies chez les patients présentant un trouble du rythme cardiaque : 20 mg, 1 fois par jour. Le traitement est poursuivi tant le bénéfice est supérieur au risque de saignement. Traitement de la thrombose veineuse (phlébite) et l'embolie pulmonaire : 15 mg, 2 fois par jour, pendant 3 semaines, puis 20 mg, 1 fois par jour pendant au moins 6 mois. A l'issue de cette période, en prévention des récidives : 10 ou 20 mg, 1 fois par jour.",Enfant et adolescent pesant plus de 30 kg : Traitement des événements thromboemboliques veineux et prévention des récidives : la dose est fonction du poids de l'enfant. Le traitement est débuté après un traitement initial anticoagulant par voie injectable d'au moins 5 jours. Traitement des événements thromboemboliques veineux et prévention des récidives : la dose est fonction du poids de l'enfant. Le traitement est débuté après un traitement initial anticoagulant par voie injectable d'au moins 5 jours.,,1 fois par jour,L'effet de ce médicament sur la femme enceinte et l'enfant à naître est mal connu : il est contre-indiqué pendant la grossesse.,Ce médicament est susceptible de passer dans le lait maternel ; un choix est donc nécessaire entre l'allaitement et la prise du médicament. Cette décision devra être prise en accord avec votre médecin.
5449,RIVAROXABAN TEVA,XARELTO 20 mg cp pellic,Hémostase - Hématopoïèse - Hémoglobinopathies > Antithrombotiques > Inhibiteur du facteur Xa > Rivaroxaban,Anticoagulant oral,"Adulte de plus de 18 ans : Prévention des accidents thromboemboliques veineux dans le cadre d'une chirurgie programmée de la hanche ou du genou : 1 comprimé à 10 mg par jour. Le traitement doit être débuté 6 à 10 heures après l'intervention chirurgicale. Sa durée varie de 2 à 5 semaines en fonction de l'opération.Prévention des accidents vasculaires cérébraux ou les embolies chez les patients présentant un trouble du rythme cardiaque : 20 mg, 1 fois par jour. Le traitement est poursuivi tant le bénéfice est supérieur au risque de saignement. Traitement de la thrombose veineuse (phlébite) et l'embolie pulmonaire : 15 mg, 2 fois par jour, pendant 3 semaines, puis 20 mg, 1 fois par jour pendant au moins 6 mois. A l'issue de cette période, en prévention des récidives : 10 ou 20 mg, 1 fois par jour.",Enfant et adolescent pesant plus de 30 kg : Traitement des événements thromboemboliques veineux et prévention des récidives : la dose est fonction du poids de l'enfant. Le traitement est débuté après un traitement initial anticoagulant par voie injectable d'au moins 5 jours. Traitement des événements thromboemboliques veineux et prévention des récidives : la dose est fonction du poids de l'enfant. Le traitement est débuté après un traitement initial anticoagulant par voie injectable d'au moins 5 jours.,,1 fois par jour,L'effet de ce médicament sur la femme enceinte et l'enfant à naître est mal connu : il est contre-indiqué pendant la grossesse.,Ce médicament est susceptible de passer dans le lait maternel ; un choix est donc nécessaire entre l'allaitement et la prise du médicament. Cette décision devra être prise en accord avec votre médecin.
5450,RIVAROXABAN VIATRIS,XARELTO 15 mg+20 mg cp pellic kit d'initiation,Hémostase - Hématopoïèse - Hémoglobinopathies > Antithrombotiques > Inhibiteur du facteur Xa > Rivaroxaban,Anticoagulant oral,"Adulte de plus de 18 ans : Prévention des accidents thromboemboliques veineux dans le cadre d'une chirurgie programmée de la hanche ou du genou : 1 comprimé à 10 mg par jour. Le traitement doit être débuté 6 à 10 heures après l'intervention chirurgicale. Sa durée varie de 2 à 5 semaines en fonction de l'opération. Prévention des accidents vasculaires cérébraux ou les embolies chez les patients présentant un trouble du rythme cardiaque : 20 mg, 1 fois par jour. Le traitement est poursuivi tant que le bénéfice est supérieur au risque de saignement. Traitement de la thrombose veineuse (phlébite) et l'embolie pulmonaire : 15 mg, 2 fois par jour, pendant 3 semaines, puis 20 mg, 1 fois par jour pendant au moins 6 mois. A l'issue de cette période, en prévention des récidives : 10 ou 20 mg, 1 fois par jour.","Enfant et adolescent, pesant plus de 30 kg : Traitement des événements thromboemboliques veineux et prévention des récidives : la dose est fonction du poids de l'enfant. Le traitement est débuté après un traitement initial anticoagulant par voie injectable d'au moins 5 jours. Traitement des événements thromboemboliques veineux et prévention des récidives : la dose est fonction du poids de l'enfant. Le traitement est débuté après un traitement initial anticoagulant par voie injectable d'au moins 5 jours.",,1 fois par jour,L'effet de ce médicament sur la femme enceinte et l'enfant à naître est mal connu : il est contre-indiqué pendant la grossesse.,Ce médicament est susceptible de passer dans le lait maternel ; un choix est donc nécessaire entre l'allaitement et la prise du médicament. Cette décision devra être prise en accord avec votre médecin.
5451,RIVAROXABAN ZENTIVA,"XARELTO 2,5 mg cp pellic",Hémostase - Hématopoïèse - Hémoglobinopathies > Antithrombotiques > Inhibiteur du facteur Xa > Rivaroxaban,Anticoagulant oral,"Adulte de plus de 18 ans : Prévention des accidents thromboemboliques veineux dans le cadre d'une chirurgie programmée de la hanche ou du genou : 1 comprimé à 10 mg par jour. Le traitement doit être débuté 6 à 10 heures après l'intervention chirurgicale. Sa durée varie de 2 à 5 semaines en fonction de l'opération.Prévention des accidents vasculaires cérébraux ou les embolies chez les patients présentant un trouble du rythme cardiaque : 20 mg, 1 fois par jour. Le traitement est poursuivi tant le bénéfice est supérieur au risque de saignement. Traitement de la thrombose veineuse (phlébite) et l'embolie pulmonaire : 15 mg, 2 fois par jour, pendant 3 semaines, puis 20 mg, 1 fois par jour pendant au moins 6 mois. A l'issue de cette période, en prévention des récidives : 10 ou 20 mg, 1 fois par jour.",Enfant et adolescent pesant plus de 30 kg : Traitement des événements thromboemboliques veineux et prévention des récidives : la dose est fonction du poids de l'enfant. Le traitement est débuté après un traitement initial anticoagulant par voie injectable d'au moins 5 jours. Traitement des événements thromboemboliques veineux et prévention des récidives : la dose est fonction du poids de l'enfant. Le traitement est débuté après un traitement initial anticoagulant par voie injectable d'au moins 5 jours.,,1 fois par jour,L'effet de ce médicament sur la femme enceinte et l'enfant à naître est mal connu : il est contre-indiqué pendant la grossesse.,Ce médicament est susceptible de passer dans le lait maternel ; un choix est donc nécessaire entre l'allaitement et la prise du médicament. Cette décision devra être prise en accord avec votre médecin.
5452,RIVAROXABAN ARROW,XARELTO 20 mg cp pellic,Hémostase - Hématopoïèse - Hémoglobinopathies > Antithrombotiques > Inhibiteur du facteur Xa > Rivaroxaban,Anticoagulant oral,"Adulte de plus de 18 ans : Prévention des accidents thromboemboliques veineux dans le cadre d'une chirurgie programmée de la hanche ou du genou : 1 comprimé à 10 mg par jour. Le traitement doit être débuté 6 à 10 heures après l'intervention chirurgicale. Sa durée varie de 2 à 5 semaines en fonction de l'opération. Prévention des accidents vasculaires cérébraux ou les embolies chez les patients présentant un trouble du rythme cardiaque : 20 mg, 1 fois par jour. Le traitement est poursuivi tant que le bénéfice est supérieur au risque de saignement. Traitement de la thrombose veineuse (phlébite) et l'embolie pulmonaire : 15 mg, 2 fois par jour, pendant 3 semaines, puis 20 mg, 1 fois par jour pendant au moins 6 mois. À l’issue de cette période, en prévention des récidives : 10 ou 20 mg, 1 fois par jour.",Enfant et adolescent de plus de 30 kg : Traitement des événements thromboemboliques veineux et prévention des récidives : la dose est fonction du poids de l'enfant. Le traitement est débuté après un traitement initial anticoagulant par voie injectable d'au moins 5 jours. Traitement des événements thromboemboliques veineux et prévention des récidives : la dose est fonction du poids de l'enfant. Le traitement est débuté après un traitement initial anticoagulant par voie injectable d'au moins 5 jours.,,1 fois par jour,L'effet de ce médicament sur la femme enceinte et l'enfant à naître est mal connu : il est contre-indiqué pendant la grossesse.,Ce médicament est susceptible de passer dans le lait maternel ; un choix est donc nécessaire entre l'allaitement et la prise du médicament. Cette décision devra être prise en accord avec votre médecin.
5453,RIVAROXABAN BIOGARAN,XARELTO 20 mg cp pellic,Hémostase - Hématopoïèse - Hémoglobinopathies > Antithrombotiques > Inhibiteur du facteur Xa > Rivaroxaban,Anticoagulant oral,"Adulte de plus de 18 ans : Prévention des accidents thromboemboliques veineux dans le cadre d'une chirurgie programmée de la hanche ou du genou : 1 comprimé à 10 mg par jour. Le traitement doit être débuté 6 à 10 heures après l'intervention chirurgicale. Sa durée varie de 2 à 5 semaines en fonction de l'opération.Prévention des accidents vasculaires cérébraux ou les embolies chez les patients présentant un trouble du rythme cardiaque : 20 mg, 1 fois par jour. Le traitement est poursuivi tant le bénéfice est supérieur au risque de saignement. Traitement de la thrombose veineuse (phlébite) et l'embolie pulmonaire : 15 mg, 2 fois par jour, pendant 3 semaines, puis 20 mg, 1 fois par jour pendant au moins 6 mois. A l'issue de cette période, en prévention des récidives : 10 ou 20 mg, 1 fois par jour.",Enfant et adolescent pesant plus de 30 kg : Traitement des événements thromboemboliques veineux et prévention des récidives : la dose est fonction du poids de l'enfant. Le traitement est débuté après un traitement initial anticoagulant par voie injectable d'au moins 5 jours. Traitement des événements thromboemboliques veineux et prévention des récidives : la dose est fonction du poids de l'enfant. Le traitement est débuté après un traitement initial anticoagulant par voie injectable d'au moins 5 jours.,,1 fois par jour,L'effet de ce médicament sur la femme enceinte et l'enfant à naître est mal connu : il est contre-indiqué pendant la grossesse.,Ce médicament est susceptible de passer dans le lait maternel ; un choix est donc nécessaire entre l'allaitement et la prise du médicament. Cette décision devra être prise en accord avec votre médecin.
5454,RIVAROXABAN CRISTERS,XARELTO 20 mg cp pellic,Hémostase - Hématopoïèse - Hémoglobinopathies > Antithrombotiques > Inhibiteur du facteur Xa > Rivaroxaban,RIVAROXABAN,,,,,,
5455,RIVAROXABAN EG,XARELTO 20 mg cp pellic,Hémostase - Hématopoïèse - Hémoglobinopathies > Antithrombotiques > Inhibiteur du facteur Xa > Rivaroxaban,Anticoagulant oral,"Adulte de plus de 18 ans : Prévention des accidents thromboemboliques veineux dans le cadre d'une chirurgie programmée de la hanche ou du genou : 1 comprimé à 10 mg par jour. Le traitement doit être débuté 6 à 10 heures après l'intervention chirurgicale. Sa durée varie de 2 à 5 semaines en fonction de l'opération.Prévention des accidents vasculaires cérébraux ou les embolies chez les patients présentant un trouble du rythme cardiaque : 20 mg, 1 fois par jour. Le traitement est poursuivi tant le bénéfice est supérieur au risque de saignement. Traitement de la thrombose veineuse (phlébite) et l'embolie pulmonaire : 15 mg, 2 fois par jour, pendant 3 semaines, puis 20 mg, 1 fois par jour pendant au moins 6 mois. A l'issue de cette période, en prévention des récidives : 10 ou 20 mg, 1 fois par jour.",Enfant et adolescent pesant plus de 30 kg : Traitement des événements thromboemboliques veineux et prévention des récidives : la dose est fonction du poids de l'enfant. Le traitement est débuté après un traitement initial anticoagulant par voie injectable d'au moins 5 jours. Traitement des événements thromboemboliques veineux et prévention des récidives : la dose est fonction du poids de l'enfant. Le traitement est débuté après un traitement initial anticoagulant par voie injectable d'au moins 5 jours.,,1 fois par jour,L'effet de ce médicament sur la femme enceinte et l'enfant à naître est mal connu : il est contre-indiqué pendant la grossesse.,Ce médicament est susceptible de passer dans le lait maternel ; un choix est donc nécessaire entre l'allaitement et la prise du médicament. Cette décision devra être prise en accord avec votre médecin.
5456,RIVAROXABAN EVOLUGEN,XARELTO 20 mg cp pellic,Hémostase - Hématopoïèse - Hémoglobinopathies > Antithrombotiques > Inhibiteur du facteur Xa > Rivaroxaban,Anticoagulant oral,"Adulte de plus de 18 ans : Prévention des accidents thromboemboliques veineux dans le cadre d'une chirurgie programmée de la hanche ou du genou : 1 comprimé à 10 mg par jour. Le traitement doit être débuté 6 à 10 heures après l'intervention chirurgicale. Sa durée varie de 2 à 5 semaines en fonction de l'opération. Prévention des accidents vasculaires cérébraux ou les embolies chez les patients présentant un trouble du rythme cardiaque : 20 mg, 1 fois par jour. Le traitement est poursuivi tant que le bénéfice est supérieur au risque de saignement. Traitement de la thrombose veineuse (phlébite) et l'embolie pulmonaire : 15 mg, 2 fois par jour, pendant 3 semaines, puis 20 mg, 1 fois par jour pendant au moins 6 mois. A l'issue de cette période, en prévention des récidives : 10 ou 20 mg, 1 fois par jour.",Enfant et adolescent pesant plus de 30 kg : Traitement des événements thromboemboliques veineux et prévention des récidives : la dose est fonction du poids de l'enfant. Le traitement est débuté après un traitement initial anticoagulant par voie injectable d'au moins 5 jours. Traitement des événements thromboemboliques veineux et prévention des récidives : la dose est fonction du poids de l'enfant. Le traitement est débuté après un traitement initial anticoagulant par voie injectable d'au moins 5 jours.,,1 fois par jour,L'effet de ce médicament sur la femme enceinte et l'enfant à naître est mal connu : il est contre-indiqué pendant la grossesse.,Ce médicament est susceptible de passer dans le lait maternel ; un choix est donc nécessaire entre l'allaitement et la prise du médicament. Cette décision devra être prise en accord avec votre médecin.
5457,RITONAVIR VIATRIS,NORVIR 100 mg cp pellic,Classification pharmacothérapeutique VIDAL: Antiviraux > Virus de l'Immunodéficience Humaine > Infectiologie - Parasitologie > Traitement antiviral du VIH > Inhibiteurs de protéase > Ritonavir || Classification ATC: ANTI-INFECTIEUX GENERAUX A USAGE SYSTEMIQUE > ANTIVIRAUX A USAGE SYSTEMIQUE > ANTIVIRAUX A ACTION DIRECTE > INHIBITEURS DE PROTEASE > RITONAVIR,Ritonavir,,,,,,
5458,RITONAVIR ARROW,NORVIR 100 mg cp pellic,Classification pharmacothérapeutique VIDAL: Antiviraux > Virus de l'Immunodéficience Humaine > Infectiologie - Parasitologie > Traitement antiviral du VIH > Inhibiteurs de protéase > Ritonavir || Classification ATC: ANTI-INFECTIEUX GENERAUX A USAGE SYSTEMIQUE > ANTIVIRAUX A USAGE SYSTEMIQUE > ANTIVIRAUX A ACTION DIRECTE > INHIBITEURS DE PROTEASE > RITONAVIR,Antiviral,"Adulte : 6 comprimés ou 6 sachets, matin et soir. Le traitement doit être instauré de façon progressive en débutant par 3 comprimés ou sachets de solution buvable, 2 fois par jour pendant 3 jours et augmenté par doses de 100 mg (1 comprimé ou 1 sachet), 2 fois par jour, sur une période n'excédant pas 14 jours.","Enfant de plus de 2 ans : la posologie est fonction du poids et de la taille de l'enfant, avec une augmentation progressive de la dose.",,2 fois par jour,"L'effet de ce médicament pendant la grossesse est mal connu. Si une grossesse survient au cours du traitement, prévenez votre médecin.",L'infection par le VIH contre-indique l'allaitement.
